FILE,DATE,TARGET,FILTER,EXPTIME,RA,DEC,FP1_RA,FP1_DEC,FP2_RA,FP2_DEC,FP3_RA,FP3_DEC,FP4_RA,FP4_DEC,CTYPE1,CTYPE2,CRVAL1,CRVAL2,CRPIX1,CRPIX2,CD1_1,CD1_2,CD2_1,CD2_2,NAXIS1,NAXIS2
2025-03-02T22-04-46_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0000.fits,2025-03-02T22:04:46.831,Crab Nebula,B,45.0,83.6348077994,22.00809794527,84.03129223583811,22.293184224381456,84.03811703665717,21.73266726137587,83.2399175701736,21.722062268854057,83.22993106902362,22.282538466750665,RA---TAN,DEC--TAN,83.6348077994,22.00809794527,2328.5,1760.5,-0.0001592932740783,2.2147194722e-06,-2.282621091279e-06,-0.0001592823822163,4656,3520
2025-03-02T22-05-32_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0001.fits,2025-03-02T22:05:32.483,Crab Nebula,B,45.0,83.63498008883,22.00801512778,84.0314034863641,22.29311948727307,84.03822924700016,21.73259119009064,83.24015074636254,21.72196166634368,83.23016371525237,22.282449201103155,RA---TAN,DEC--TAN,83.63498008883,22.00801512778,2328.5,1760.5,-0.0001592692305938,2.214917061311e-06,-2.287890910983e-06,-0.0001592856024325,4656,3520
2025-03-02T22-06-18_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0002.fits,2025-03-02T22:06:18.164,Crab Nebula,B,45.0,83.63532788819,22.00815459396,84.031907239202,22.29328410590253,84.03873935133942,21.73270439025642,83.24034337275468,21.72207522875508,83.23034842005426,22.28261413093068,RA---TAN,DEC--TAN,83.63532788819,22.00815459396,2328.5,1760.5,-0.0001593324646571,2.21679528973e-06,-2.287818543823e-06,-0.0001593002106406,4656,3520
2025-03-02T22-07-03_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0003.fits,2025-03-02T22:07:03.773,Crab Nebula,B,45.0,83.63528380299,22.00810119054,84.03175028034256,22.29324946533116,84.03855345942013,21.73267168115585,83.24041180605592,21.722003605168915,83.23044681317008,22.28254073174873,RA---TAN,DEC--TAN,83.63528380299,22.00810119054,2328.5,1760.5,-0.000159281766504,2.209037727431e-06,-2.296162121543e-06,-0.0001592996814281,4656,3520
2025-03-02T22-07-49_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0004.fits,2025-03-02T22:07:49.419,Crab Nebula,B,45.0,83.63537834478,22.00794109642,84.03184228108029,22.29306144571523,84.03866962451639,21.732515290502825,83.2405087102533,21.72187145379906,83.23051968168656,22.282376833804456,RA---TAN,DEC--TAN,83.63537834478,22.00794109642,2328.5,1760.5,-0.000159285770011,2.215389942487e-06,-2.290967175277e-06,-0.0001592906764095,4656,3520
2025-03-02T22-08-35_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0005.fits,2025-03-02T22:08:35.104,Crab Nebula,B,45.0,83.63577871091,22.00802694842,84.03221075850006,22.2931430681492,84.03903325942322,21.732626027412373,83.24094081974376,21.72196168508254,83.2309570566476,22.282437978494304,RA---TAN,DEC--TAN,83.63577871091,22.00802694842,2328.5,1760.5,-0.0001592719928572,2.214057032457e-06,-2.295369498692e-06,-0.0001592824058001,4656,3520
2025-03-02T22-09-20_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0006.fits,2025-03-02T22:09:20.739,Crab Nebula,B,45.0,83.63531408596,22.00816959667,84.03182442193732,22.29327636162332,84.03864164644445,21.73273947625851,83.24039818155634,21.722113308204538,83.23041895897293,22.28260946212694,RA---TAN,DEC--TAN,83.63531408596,22.00816959667,2328.5,1760.5,-0.0001593019866617,2.212761477364e-06,-2.287166740029e-06,-0.0001592880490742,4656,3520
2025-03-02T22-10-06_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0007.fits,2025-03-02T22:10:06.407,Crab Nebula,B,45.0,83.63552655527,22.00810215447,84.03195817238789,22.29318023764272,84.03883192857417,21.732681516478507,83.24068888696249,21.722074926676616,83.23065376086414,22.28253264900949,RA---TAN,DEC--TAN,83.63552655527,22.00810215447,2328.5,1760.5,-0.0001592819979153,2.227574434238e-06,-2.282988982858e-06,-0.0001592771643891,4656,3520
2025-03-02T22-10-52_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0008.fits,2025-03-02T22:10:52.079,Crab Nebula,B,45.0,83.63549068582,22.00826940406,84.03198964830071,22.293325016630806,84.0388213477028,21.73283249368393,83.2405858320036,21.722264318358565,83.2305923987702,22.282716040567667,RA---TAN,DEC--TAN,83.63549068582,22.00826940406,2328.5,1760.5,-0.0001593002649799,2.216538719094e-06,-2.274715313729e-06,-0.0001592754319919,4656,3520
2025-03-02T22-11-37_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0009.fits,2025-03-02T22:11:37.796,Crab Nebula,B,45.0,83.63542769594,22.00828249394,84.0319341089882,22.293371824873805,84.03874156126199,21.73288676446398,83.24051561053297,21.722243654197843,83.2305465047142,22.28268803212905,RA---TAN,DEC--TAN,83.63542769594,22.00828249394,2328.5,1760.5,-0.0001592983371558,2.210139623715e-06,-2.290801296628e-06,-0.0001592733279691,4656,3520
2025-03-02T22-12-53_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0010.fits,2025-03-02T22:12:53.423,Crab Nebula,B,45.0,83.6396131754,22.0049267019,84.03615961086268,22.29003183935665,84.04297933440648,21.729515735295763,83.24466104853607,21.718871978651062,83.23467966538092,22.2793473409408,RA---TAN,DEC--TAN,83.6396131754,22.0049267019,2328.5,1760.5,-0.0001593205002993,2.213426023374e-06,-2.290946447602e-06,-0.0001592821425901,4656,3520
2025-03-02T22-13-39_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0011.fits,2025-03-02T22:13:39.123,Crab Nebula,B,45.0,83.63958938535,22.00506036612,84.03613541456205,22.290191014394427,84.04296251183288,21.729627652351788,83.24463781593091,21.71898012977997,83.23464874611705,22.27950271299929,RA---TAN,DEC--TAN,83.63958938535,22.00506036612,2328.5,1760.5,-0.0001593216579116,2.215408019736e-06,-2.291759422823e-06,-0.0001592955674156,4656,3520
2025-03-02T22-15-11_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0012.fits,2025-03-02T22:15:11.970,Crab Nebula,B,45.0,83.63369442556,22.01579168689,84.03017166085651,22.300927086679,84.03698389198021,21.74034137504569,83.23881225787464,21.72970666258125,83.22883682419882,22.29025165648664,RA---TAN,DEC--TAN,83.63369442556,22.01579168689,2328.5,1760.5,-0.0001592792326414,2.211485600344e-06,-2.289000921386e-06,-0.0001593019260442,4656,3520
2025-03-02T22-15-57_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0013.fits,2025-03-02T22:15:57.660,Crab Nebula,B,45.0,83.63389328502,22.01591547454,84.0304344163412,22.301075374279502,84.03722835648406,21.74051867783169,83.23894762570436,21.729805640283026,83.22899019801494,22.29032170130554,RA---TAN,DEC--TAN,83.63389328502,22.01591547454,2328.5,1760.5,-0.0001593008503595,2.206702503685e-06,-2.305819042528e-06,-0.0001592936931179,4656,3520
2025-03-02T22-16-43_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0014.fits,2025-03-02T22:16:43.397,Crab Nebula,B,45.0,83.63434941983,22.01588920885,84.03084481337845,22.30099787138663,84.03769982164867,21.74047847986412,83.23944902596237,21.7298308311248,83.22943086553099,22.29030929334091,RA---TAN,DEC--TAN,83.63434941983,22.01588920885,2328.5,1760.5,-0.0001592948845126,2.222747638395e-06,-2.291802474811e-06,-0.0001592830495412,4656,3520
2025-03-02T22-17-29_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0015.fits,2025-03-02T22:17:29.097,Crab Nebula,B,45.0,83.6344037375,22.01580145367,84.03095693606559,22.3009654033548,84.03778303826446,21.740362156546865,83.23944607310081,21.729687515595312,83.2294560159395,22.29024996709709,RA---TAN,DEC--TAN,83.6344037375,22.01580145367,2328.5,1760.5,-0.0001593122250326,2.215239231139e-06,-2.297587124541e-06,-0.0001593068998719,4656,3520
2025-03-02T22-18-14_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0016.fits,2025-03-02T22:18:14.795,Crab Nebula,B,45.0,83.63444781299,22.01582658209,84.03097913873196,22.3009632225804,84.03782002807387,21.740476370855145,83.23951178289879,21.729740056780585,83.22950771175532,22.29018604477805,RA---TAN,DEC--TAN,83.63444781299,22.01582658209,2328.5,1760.5,-0.0001593063999753,2.219033005288e-06,-2.310843787772e-06,-0.000159273812094,4656,3520
2025-03-02T22-19-00_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0017.fits,2025-03-02T22:19:00.398,Crab Nebula,B,45.0,83.63420182884,22.01595871106,84.03074660357247,22.301109805381977,84.03757906031505,21.740553167147898,83.23925249519569,21.729857663171884,83.22925636511286,22.290373476257106,RA---TAN,DEC--TAN,83.63420182884,22.01595871106,2328.5,1760.5,-0.0001593099489355,2.216873909339e-06,-2.302072349114e-06,-0.0001592936500564,4656,3520
2025-03-02T22-19-46_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0018.fits,2025-03-02T22:19:46.059,Crab Nebula,B,45.0,83.63408900696,22.01594475362,84.0306994468088,22.301061461473846,84.0374774996668,21.740549721805355,83.23907408042686,21.72987777757957,83.22913229956423,22.290348952048475,RA---TAN,DEC--TAN,83.63408900696,22.01594475362,2328.5,1760.5,-0.0001593252769434,2.202547950856e-06,-2.296983410734e-06,-0.0001592809282257,4656,3520
2025-03-02T22-20-31_Crab Nebula_LIGHT-B_-20.00_ZWO ASI1600MM Pro_45.00s_139_1x1_0019.fits,2025-03-02T22:20:31.768,Crab Nebula,B,45.0,83.63399687084,22.01591083255,84.03047647534486,22.301044040069044,84.03730274863602,21.740501725492614,83.23911234082689,21.729827985070216,83.22912302060197,22.29032951304939,RA---TAN,DEC--TAN,83.63399687084,22.01591083255,2328.5,1760.5,-0.0001592828224064,2.215162932683e-06,-2.297392713136e-06,-0.0001592895836346,4656,3520
2025-03-07T22-21-52_HAT-P-20b_LIGHT-R_-20.50_ZWO ASI1600MM Pro_120.00s_139_1x1_0000.fits,2025-03-07T22:21:52.335,HAT-P-20b,R,120.0,111.9195395129,24.33750901775,112.33409468828349,24.608508992942795,112.31825604183442,24.04842173136606,111.50675794738922,24.06538760197424,111.51900229249746,24.625549704085817,RA---TAN,DEC--TAN,111.9195395129,24.33750901775,2328.5,1760.5,-0.000159190015553,-3.635828811629e-06,3.652768743332e-06,-0.000159176826455,4656,3520
2025-03-07T22-23-52_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0001.fits,2025-03-07T22:23:52.993,HAT-P-20b,R,120.0,111.9186260321,24.33785081244,112.33316887261756,24.608815776632223,112.31736318080696,24.04875056727244,111.50585654844843,24.06576446209143,111.51806798719647,24.62590433803625,RA---TAN,DEC--TAN,111.9186260321,24.33785081244,2328.5,1760.5,-0.0001591912525366,-3.627292506752e-06,3.663067502271e-06,-0.0001591705349117,4656,3520
2025-03-07T22-25-53_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0002.fits,2025-03-07T22:25:53.722,HAT-P-20b,R,120.0,111.9182345985,24.33781024045,112.33277057784828,24.60882568702137,112.31695287291464,24.04867860517644,111.50547227219988,24.06567344712325,111.51769531869074,24.625895256036,RA---TAN,DEC--TAN,111.9182345985,24.33781024045,2328.5,1760.5,-0.0001591862475272,-3.630351658538e-06,3.658980727108e-06,-0.0001591938102276,4656,3520
2025-03-07T22-27-54_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0003.fits,2025-03-07T22:27:54.396,HAT-P-20b,R,120.0,111.9164498451,24.33777856034,112.33100277312104,24.60869738947023,112.31512624036942,24.048669952121795,111.50367001064822,24.06573829213141,111.5159527832993,24.62584077012441,RA---TAN,DEC--TAN,111.9164498451,24.33777856034,2328.5,1760.5,-0.000159181429376,-3.645701383892e-06,3.674803784348e-06,-0.0001591598533022,4656,3520
2025-03-07T22-29-55_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0004.fits,2025-03-07T22:29:55.014,HAT-P-20b,R,120.0,111.9133188297,24.33644883215,112.3278382018254,24.607431607278112,112.31199305947156,24.047308441690745,111.5005727142335,24.06434484608173,111.51282385494208,24.624542878019632,RA---TAN,DEC--TAN,111.9133188297,24.33644883215,2328.5,1760.5,-0.0001591760996389,-3.637580255846e-06,3.667924470528e-06,-0.0001591870327691,4656,3520
2025-03-07T22-31-55_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0005.fits,2025-03-07T22:31:55.645,HAT-P-20b,R,120.0,111.9114841376,24.33521435958,112.32602830622707,24.606194463757195,112.3101787685612,24.046052820363904,111.49871321305989,24.063112952487185,111.51096863969306,24.623329486694463,RA---TAN,DEC--TAN,111.9114841376,24.33521435958,2328.5,1760.5,-0.0001591865111435,-3.638739746257e-06,3.673024580302e-06,-0.0001591922878209,4656,3520
2025-03-07T22-33-56_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0006.fits,2025-03-07T22:33:56.272,HAT-P-20b,R,120.0,111.9105774451,24.33510553269,112.32512606132964,24.606045065222457,112.3092896132148,24.04591560559441,111.49780181871505,24.06304467618492,111.51004415995844,24.623248958678104,RA---TAN,DEC--TAN,111.9105774451,24.33510553269,2328.5,1760.5,-0.0001591910006832,-3.635354331016e-06,3.687827659522e-06,-0.0001591888159477,4656,3520
2025-03-07T22-35-56_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0007.fits,2025-03-07T22:35:56.993,HAT-P-20b,R,120.0,111.9098190229,24.33458754809,112.32444882807908,24.605547633968783,112.3085258845713,24.04540503308192,111.496962647521,24.062505717064862,111.50929115911308,24.622723606723607,RA---TAN,DEC--TAN,111.9098190229,24.33458754809,2328.5,1760.5,-0.0001592064509521,-3.65772382679e-06,3.681778682479e-06,-0.0001591926174352,4656,3520
2025-03-07T22-37-57_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0008.fits,2025-03-07T22:37:57.631,HAT-P-20b,R,120.0,111.9093673072,24.33394139053,112.32396651878736,24.604937617291508,112.30807608245485,24.044734036652468,111.49654157632492,24.06182360689548,111.50883741882728,24.622102298479906,RA---TAN,DEC--TAN,111.9093673072,24.33394139053,2328.5,1760.5,-0.0001592016546596,-3.649304138548e-06,3.679372226928e-06,-0.0001592099214547,4656,3520
2025-03-07T22-39-58_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0009.fits,2025-03-07T22:39:58.233,HAT-P-20b,R,120.0,111.9091191708,24.33311379659,112.32368153094843,24.60409902224036,112.30779123294118,24.043929306752982,111.49632999322918,24.06100724154621,111.5086263772932,24.621252060347032,RA---TAN,DEC--TAN,111.9091191708,24.33311379659,2328.5,1760.5,-0.000159188286428,-3.649380095894e-06,3.676871711752e-06,-0.0001592002956545,4656,3520
2025-03-07T22-45-08_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0011.fits,2025-03-07T22:45:08.146,HAT-P-20b,R,120.0,111.9308218144,24.33819341606,112.34537501927264,24.609076817499844,112.32945400456276,24.04901724634521,111.51804150755204,24.06618855923009,111.53036869652296,24.62632340484616,RA---TAN,DEC--TAN,111.9308218144,24.33819341606,2328.5,1760.5,-0.0001591723541249,-3.657198962097e-06,3.696950573499e-06,-0.0001591690180716,4656,3520
2025-03-07T22-47-43_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0012.fits,2025-03-07T22:47:43.367,HAT-P-20b,R,120.0,111.9169245829,24.33405628788,112.331517322849,24.6049102641314,112.315571533215,24.044848501472508,111.50410437831376,24.06208078331973,111.5164567883536,24.622217949139173,RA---TAN,DEC--TAN,111.9169245829,24.33405628788,2328.5,1760.5,-0.0001591882080768,-3.663791544952e-06,3.710062382056e-06,-0.0001591696596961,4656,3520
2025-03-07T22-49-44_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0013.fits,2025-03-07T22:49:44.122,HAT-P-20b,R,120.0,111.9153834348,24.33285064513,112.3299447221017,24.60378607454614,112.31400443533995,24.04363618552467,111.5025949793244,24.06079390024372,111.5149417680952,24.621019154649915,RA---TAN,DEC--TAN,111.9153834348,24.33285064513,2328.5,1760.5,-0.0001591784398588,-3.662385863176e-06,3.694038867469e-06,-0.0001591946979914,4656,3520
2025-03-07T22-51-44_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0014.fits,2025-03-07T22:51:44.782,HAT-P-20b,R,120.0,111.9156181948,24.33300937362,112.33020993470925,24.60392021863232,112.31427187618884,24.043816449891644,111.50279927034802,24.060977042529743,111.51514382121567,24.621156170975578,RA---TAN,DEC--TAN,111.9156181948,24.33300937362,2328.5,1760.5,-0.0001591906029654,-3.661803087349e-06,3.694656547335e-06,-0.000159181591088,4656,3520
2025-03-07T22-53-45_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0015.fits,2025-03-07T22:53:45.482,HAT-P-20b,R,120.0,111.9161776403,24.33423129418,112.33076498091091,24.60516330690606,112.31480828086085,24.0450416039532,111.50336333482753,24.06217777775155,111.51572632930043,24.62237493949568,RA---TAN,DEC--TAN,111.9161776403,24.33423129418,2328.5,1760.5,-0.0001591836726182,-3.666569027259e-06,3.689421071824e-06,-0.0001591867015341,4656,3520
2025-03-07T22-55-46_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0016.fits,2025-03-07T22:55:46.231,HAT-P-20b,R,120.0,111.9143157527,24.33409920849,112.32895458030404,24.6049563524907,112.31297879281108,24.04490813792466,111.50144968248966,24.062120285409847,111.5138318971768,24.622244068348643,RA---TAN,DEC--TAN,111.9143157527,24.33409920849,2328.5,1760.5,-0.0001592003006585,-3.671532806509e-06,3.7057543785e-06,-0.0001591658336028,4656,3520
2025-03-07T22-57-46_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0017.fits,2025-03-07T22:57:46.854,HAT-P-20b,R,120.0,111.9129572733,24.33328179043,112.32756842159932,24.604174784974155,112.31157834591389,24.04403791826381,111.50011892989556,24.061267195169403,111.51251531173916,24.62147969770561,RA---TAN,DEC--TAN,111.9129572733,24.33328179043,2328.5,1760.5,-0.0001591876969448,-3.675240617713e-06,3.709441492756e-06,-0.0001591910361647,4656,3520
2025-03-07T22-59-47_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0018.fits,2025-03-07T22:59:47.558,HAT-P-20b,R,120.0,111.9132242896,24.33209272319,112.32789762653049,24.602961047545627,112.31189933756846,24.04280539566776,111.50032376584456,24.06010250188903,111.51272793308816,24.62033384028914,RA---TAN,DEC--TAN,111.9132242896,24.33209272319,2328.5,1760.5,-0.0001592119702123,-3.6773467742e-06,3.724018890117e-06,-0.0001591963829996,4656,3520
2025-03-07T23-01-48_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0019.fits,2025-03-07T23:01:48.227,HAT-P-20b,R,120.0,111.9132844418,24.33171612135,112.32792694637692,24.60252920850224,112.31193393644143,24.042412521464417,111.5004142270562,24.059781315987458,111.51281368398617,24.619973656833302,RA---TAN,DEC--TAN,111.9132844418,24.33171612135,2328.5,1760.5,-0.000159201452832,-3.676064603983e-06,3.739416438632e-06,-0.0001591853045644,4656,3520
2025-03-07T23-04-30_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0020.fits,2025-03-07T23:04:30.089,HAT-P-20b,R,120.0,111.9093957699,24.33496736567,112.32400520233789,24.60578200051494,112.30797762115944,24.04569490607665,111.49655876309949,24.063031080339364,111.50899288467524,24.62319401122844,RA---TAN,DEC--TAN,111.9093957699,24.33496736567,2328.5,1760.5,-0.000159177617172,-3.684933921174e-06,3.732427866753e-06,-0.0001591769197217,4656,3520
2025-03-07T23-06-30_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0021.fits,2025-03-07T23:06:30.770,HAT-P-20b,R,120.0,111.9087133651,24.33451279375,112.32332702789436,24.605364063495912,112.30735718271524,24.045211853205423,111.49587234743768,24.06253986682956,111.50824808991383,24.62276760928696,RA---TAN,DEC--TAN,111.9087133651,24.33451279375,2328.5,1760.5,-0.0001591911658416,-3.669913944614e-06,3.73064245207e-06,-0.000159195382132,4656,3520
2025-03-07T23-09-05_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0022.fits,2025-03-07T23:09:05.125,HAT-P-20b,R,120.0,111.9149648537,24.33516372184,112.32958319580275,24.60596182910221,112.3135949085877,24.04588500635452,111.50211888392572,24.06324390887477,111.51451348922738,24.623396363868,RA---TAN,DEC--TAN,111.9149648537,24.33516372184,2328.5,1760.5,-0.0001591885822827,-3.674724962474e-06,3.737289016693e-06,-0.0001591739722126,4656,3520
2025-03-07T23-11-05_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0023.fits,2025-03-07T23:11:05.746,HAT-P-20b,R,120.0,111.9152202681,24.33541055866,112.32985570028762,24.60623784256595,112.31382469323584,24.046124541195,111.5023574920877,24.063461468650665,111.51479458297324,24.623650629075,RA---TAN,DEC--TAN,111.9152202681,24.33541055866,2328.5,1760.5,-0.0001591865677945,-3.685749028747e-06,3.732592090048e-06,-0.0001591843710444,4656,3520
2025-03-07T23-13-06_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0024.fits,2025-03-07T23:13:06.438,HAT-P-20b,R,120.0,111.9152847638,24.33559845109,112.32993356164692,24.60647804670933,112.31388127379832,24.04631213930772,111.50240903595083,24.06359697154216,111.51486701205944,24.62383885128136,RA---TAN,DEC--TAN,111.9152847638,24.33559845109,2328.5,1760.5,-0.0001591873561714,-3.691202486235e-06,3.721412319467e-06,-0.0001591993370574,4656,3520
2025-03-07T23-15-07_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0025.fits,2025-03-07T23:15:07.069,HAT-P-20b,R,120.0,111.9151720003,24.33555682125,112.32982971867486,24.60638265273996,112.3137574321213,24.0462474436994,111.50228703634627,24.063609058032466,111.51476523489164,24.62382034631131,RA---TAN,DEC--TAN,111.9151720003,24.33555682125,2328.5,1760.5,-0.0001591870261026,-3.696411291661e-06,3.737919001768e-06,-0.0001591906282063,4656,3520
2025-03-07T23-17-07_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0026.fits,2025-03-07T23:17:07.666,HAT-P-20b,R,120.0,111.9147095466,24.33519788134,112.32938638672393,24.606004472611016,112.31333873682615,24.04583751030432,111.5018053880092,24.063269266807417,111.5142585316112,24.623512181003186,RA---TAN,DEC--TAN,111.9147095466,24.33519788134,2328.5,1760.5,-0.000159199840714,-3.689988612414e-06,3.752974393381e-06,-0.0001591996345696,4656,3520
2025-03-07T23-19-08_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0027.fits,2025-03-07T23:19:08.249,HAT-P-20b,R,120.0,111.9146594304,24.33546551279,112.32933532855178,24.60625494507792,112.31325794401424,24.04616580854197,111.50175611992276,24.063554052875592,111.51423959252828,24.623719299008823,RA---TAN,DEC--TAN,111.9146594304,24.33546551279,2328.5,1760.5,-0.0001591932756527,-3.697756906869e-06,3.743643232883e-06,-0.0001591775396906,4656,3520
2025-03-07T23-21-08_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0028.fits,2025-03-07T23:21:08.915,HAT-P-20b,R,120.0,111.9146024818,24.33576376301,112.32925965381212,24.60660707128193,112.31322564111464,24.046432106962136,111.50171819282286,24.06379851919564,111.51415765874629,24.624049361514764,RA---TAN,DEC--TAN,111.9146024818,24.33576376301,2328.5,1760.5,-0.0001591940636324,-3.686435507573e-06,3.738928429961e-06,-0.0001592018978628,4656,3520
2025-03-07T23-23-09_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0029.fits,2025-03-07T23:23:09.589,HAT-P-20b,R,120.0,111.9149766207,24.33628660313,112.3296743852486,24.607094772828304,112.3135803800242,24.04698531206741,111.5020517274397,24.064356259702794,111.51455143361233,24.62454192206269,RA---TAN,DEC--TAN,111.9149766207,24.33628660313,2328.5,1760.5,-0.0001591975331348,-3.70198641527e-06,3.739937091244e-06,-0.0001591833288765,4656,3520
2025-03-07T23-25-23_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0030.fits,2025-03-07T23:25:23.388,HAT-P-20b,R,120.0,111.9154373643,24.33663133045,112.33014948140573,24.6073993067516,112.31405368423202,24.0472676758984,111.5024979464412,24.06474109023236,111.51499913592885,24.62494893477576,RA---TAN,DEC--TAN,111.9154373643,24.33663133045,2328.5,1760.5,-0.000159202431767,-3.702400770258e-06,3.761951644789e-06,-0.0001591896313013,4656,3520
2025-03-07T23-27-24_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0031.fits,2025-03-07T23:27:24.090,HAT-P-20b,R,120.0,111.9150186003,24.33658808402,112.3297060050732,24.60739221919857,112.31361489333302,24.047232068517275,111.50210402086756,24.064661820790192,111.51460054198742,24.624898155926846,RA---TAN,DEC--TAN,111.9150186003,24.33658808402,2328.5,1760.5,-0.0001591937023144,-3.701190851557e-06,3.752568472814e-06,-0.0001591977316225,4656,3520
2025-03-07T23-29-24_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0032.fits,2025-03-07T23:29:24.712,HAT-P-20b,R,120.0,111.9146902561,24.33683796645,112.32938259295425,24.607592845401992,112.31328696248116,24.04745861267913,111.50177046522212,24.06496092333083,111.51427161383208,24.6251713659923,RA---TAN,DEC--TAN,111.9146902561,24.33683796645,2328.5,1760.5,-0.0001591944787147,-3.702367942764e-06,3.768159130856e-06,-0.0001591903697998,4656,3520
2025-03-07T23-31-25_HAT-P-20b_LIGHT-R_-20.00_ZWO ASI1600MM Pro_120.00s_139_1x1_0033.fits,2025-03-07T23:31:25.330,HAT-P-20b,R,120.0,111.9145747282,24.33695240779,112.32930384255,24.607692839665056,112.3131601201695,24.047562254032453,111.50161823290294,24.0650896085267,111.51416737389528,24.6252966628201,RA---TAN,DEC--TAN,111.9145747282,24.33695240779,2328.5,1760.5,-0.0001591993145508,-3.714804318169e-06,3.773566818076e-06,-0.0001591893703604,4656,3520
