FILE,DATE,TARGET,FILTER,EXPTIME,RA,DEC,FP1_RA,FP1_DEC,FP2_RA,FP2_DEC,FP3_RA,FP3_DEC,FP4_RA,FP4_DEC,CTYPE1,CTYPE2,CRVAL1,CRVAL2,CRPIX1,CRPIX2,CD1_1,CD1_2,CD2_1,CD2_2,NAXIS1,NAXIS2
2024-03-06T22-52-39_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0000.fits,2024-03-06T22:52:39.139,M 3,L,20.0,205.5494292173,28.360536549,205.86865018192407,27.99028488464847,205.23359601547315,27.988344014730263,205.22797562752544,28.73003958110215,205.8674830299312,28.731996229668,RA---TAN,DEC--TAN,205.5494292173,28.360536549,2328.5,1760.5,-6.415741928466e-07,-0.0001593608141619,0.0001593394809461,-5.537791582389e-07,4656,3520
2024-03-06T22-53-01_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0001.fits,2024-03-06T22:53:01.444,M 3,L,20.0,205.5492901245,28.36001279222,205.86856341348567,27.98977324997712,205.2333215672949,27.98771804914237,205.22778396756985,28.729503466045976,205.86748080638515,28.731574060914298,RA---TAN,DEC--TAN,205.5492901245,28.36001279222,2328.5,1760.5,-6.257612183788e-07,-0.0001594087528772,0.0001593587441377,-5.862168275742e-07,4656,3520
2024-03-06T23-01-38_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0000.fits,2024-03-06T23:01:38.197,M 3,L,20.0,205.5454966821,28.36224027835,205.86461976014223,27.99200423894774,205.22963529628268,27.990053100746163,205.22414159750824,28.73172811520027,205.8635790028322,28.733694442650293,RA---TAN,DEC--TAN,205.5454966821,28.36224027835,2328.5,1760.5,-6.176425216065e-07,-0.0001593407889303,0.0001593350018186,-5.566148262929e-07,4656,3520
2024-03-06T23-01-59_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0001.fits,2024-03-06T23:01:59.130,M 3,L,20.0,205.5453239114,28.36233897695,205.86445770128427,27.99210237422713,205.22947929842087,27.990110428832235,205.2239580275618,28.73182732517004,205.8633895987452,28.73383458736072,RA---TAN,DEC--TAN,205.5453239114,28.36233897695,2328.5,1760.5,-6.228328710284e-07,-0.0001593391532419,0.0001593440131729,-5.682295822398e-07,4656,3520
2024-03-06T23-02-19_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0002.fits,2024-03-06T23:02:19.975,M 3,L,20.0,205.5454800334,28.36214672163,205.8646367209837,27.99187477847229,205.229630504691,27.989892646102007,205.22409089596744,28.731670305747283,205.8635508061045,28.73366783955312,RA---TAN,DEC--TAN,205.5454800334,28.36214672163,2328.5,1760.5,-6.262508710336e-07,-0.0001593464624663,0.0001593570765729,-5.654526812946e-07,4656,3520
2024-03-06T23-02-40_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0003.fits,2024-03-06T23:02:40.757,M 3,L,20.0,205.5454788669,28.36226229653,205.86471306220665,27.991965795705493,205.22959125807185,27.989957350009217,205.22401152111868,28.73181007243777,205.86358830270527,28.733834106030898,RA---TAN,DEC--TAN,205.5454788669,28.36226229653,2328.5,1760.5,-6.337147894604e-07,-0.0001593753534821,0.0001593732236225,-5.729567007184e-07,4656,3520
2024-03-06T23-03-01_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0004.fits,2024-03-06T23:03:01.553,M 3,L,20.0,205.5454388367,28.36219061181,205.8646289883549,27.99190623692461,205.2295689719076,27.989951704887613,205.22401592219333,28.731726469776987,205.86353000137493,28.73369646620465,RA---TAN,DEC--TAN,205.5454388367,28.36219061181,2328.5,1760.5,-6.287565170064e-07,-0.0001593598962381,0.0001593564618576,-5.576178078506e-07,4656,3520
2024-03-06T23-03-22_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0005.fits,2024-03-06T23:03:22.319,M 3,L,20.0,205.5454938353,28.36204122205,205.8646349129044,27.991703049368244,205.2296300078546,27.989764382457604,205.224120025574,28.731631109791213,205.86357913373843,28.73358503915314,RA---TAN,DEC--TAN,205.5454938353,28.36204122205,2328.5,1760.5,-6.206026089136e-07,-0.0001593463561859,0.0001593761964996,-5.530808801808e-07,4656,3520
2024-03-06T23-03-43_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0006.fits,2024-03-06T23:03:43.293,M 3,L,20.0,205.5453157575,28.36197460911,205.8644704741969,27.991710598260447,205.2294781432468,27.9897864229513,205.2239286688434,28.73149027326167,205.86337412119263,28.733429896796224,RA---TAN,DEC--TAN,205.5453157575,28.36197460911,2328.5,1760.5,-6.281707706459e-07,-0.0001593431774663,0.0001593412246534,-5.489885272638e-07,4656,3520
2024-03-06T23-04-04_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0007.fits,2024-03-06T23:04:04.143,M 3,L,20.0,205.5450193465,28.36185640529,205.86413373773303,27.991547801489613,205.2291560646472,27.9896125358422,205.22367260580177,28.731416852910787,205.8631038806936,28.73336725837941,RA---TAN,DEC--TAN,205.5450193465,28.36185640529,2328.5,1760.5,-6.156465184275e-07,-0.0001593397490521,0.0001593627751982,-5.520971250761e-07,4656,3520
2024-03-06T23-04-57_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0008.fits,2024-03-06T23:04:57.714,M 3,L,20.0,205.5388202911,28.36160700522,205.8579387801973,27.991333746575563,205.22294090335208,27.98940044952844,205.21746966128305,28.731132093297475,205.85692079735009,28.73308047455606,RA---TAN,DEC--TAN,205.5388202911,28.36160700522,2328.5,1760.5,-6.133708748928e-07,-0.0001593451333398,0.0001593471566042,-5.51529892232e-07,4656,3520
2024-03-06T23-05-18_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0009.fits,2024-03-06T23:05:18.537,M 3,L,20.0,205.5390292492,28.36168469838,205.8582525005448,27.9914111721964,205.22309215383387,27.98941165015948,205.2175731169648,28.73120956133741,205.8571882739225,28.733224390128008,RA---TAN,DEC--TAN,205.5390292492,28.36168469838,2328.5,1760.5,-6.222592436036e-07,-0.0001593858384906,0.0001593614183386,-5.703813737873e-07,4656,3520
2024-03-06T23-06-18_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0010.fits,2024-03-06T23:06:18.757,M 3,L,20.0,205.5507661029,28.36309522385,205.8698957682104,27.992821342511743,205.23489717273853,27.99086110904205,205.22940407597096,28.732620856373973,205.86885638180453,28.73459627514984,RA---TAN,DEC--TAN,205.5507661029,28.36309522385,2328.5,1760.5,-6.174511050487e-07,-0.0001593431347059,0.0001593532051032,-5.591990428744e-07,4656,3520
2024-03-06T23-06-39_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0011.fits,2024-03-06T23:06:39.660,M 3,L,20.0,205.5502930657,28.36306279759,205.8693775912242,27.992860042408346,205.2344090965913,27.99087751627908,205.22897692740148,28.732517517180856,205.86839819333449,28.73451494681351,RA---TAN,DEC--TAN,205.5502930657,28.36306279759,2328.5,1760.5,-6.060225175854e-07,-0.000159335539503,0.00015932744886,-5.654949222413e-07,4656,3520
2024-03-06T23-07-00_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0012.fits,2024-03-06T23:07:00.457,M 3,L,20.0,205.5499202175,28.36330144832,205.8690780633993,27.993023365613567,205.2341139643952,27.99106862664011,205.22852976853045,28.732831146420207,205.8679473908763,28.73480149389309,RA---TAN,DEC--TAN,205.5499202175,28.36330144832,2328.5,1760.5,-6.34688702962e-07,-0.0001593341753869,0.000159353845915,-5.576967746622e-07,4656,3520
2024-03-06T23-07-21_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0013.fits,2024-03-06T23:07:21.252,M 3,L,20.0,205.5504859097,28.36364567432,205.8696610447873,27.99337206705725,205.2346949570235,27.99140002370456,205.2290780457728,28.733170809979534,205.8684977841605,28.735158613802508,RA---TAN,DEC--TAN,205.5504859097,28.36364567432,2328.5,1760.5,-6.408590970985e-07,-0.0001593341717178,0.0001593556381893,-5.626357308049e-07,4656,3520
2024-03-06T23-07-42_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0014.fits,2024-03-06T23:07:42.067,M 3,L,20.0,205.5508104581,28.36386945285,205.86991123009585,27.9935972541666,205.2349521610555,27.991589186142,205.2294774640093,28.73339352478949,205.86889037793847,28.735416691599784,RA---TAN,DEC--TAN,205.5508104581,28.36386945285,2328.5,1760.5,-6.139558532121e-07,-0.0001593321047023,0.0001593627752841,-5.727809432667e-07,4656,3520
2024-03-06T23-08-02_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0015.fits,2024-03-06T23:08:02.835,M 3,L,20.0,205.5506247356,28.36376153096,205.86976790183408,27.993422324399702,205.2347099234668,27.991451060471025,205.2292486555553,28.73335241290753,205.8687617382917,28.7353387125726,RA---TAN,DEC--TAN,205.5506247356,28.36376153096,2328.5,1760.5,-6.11298694816e-07,-0.0001593571571044,0.0001593836112473,-5.623128472547e-07,4656,3520
2024-03-06T23-08-23_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0016.fits,2024-03-06T23:08:23.618,M 3,L,20.0,205.5505834974,28.36374323636,205.8697183155711,27.993476999372284,205.2346846184525,27.9914701942779,205.22921626736104,28.73326118922972,205.8687042289534,28.73528306435874,RA---TAN,DEC--TAN,205.5505834974,28.36374323636,2328.5,1760.5,-6.127173070345e-07,-0.0001593510083442,0.0001593599060802,-5.724180133526e-07,4656,3520
2024-03-06T23-08-44_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0017.fits,2024-03-06T23:08:44.381,M 3,L,20.0,205.5504248227,28.36364412396,205.86949883826023,27.99342713756595,205.2345194615445,27.991469983464377,205.22911912722373,28.733113113752204,205.86855147978144,28.735085023333784,RA---TAN,DEC--TAN,205.5504248227,28.36364412396,2328.5,1760.5,-5.999818007291e-07,-0.0001593374133848,0.0001593281053456,-5.582637912286e-07,4656,3520
2024-03-06T23-09-37_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0018.fits,2024-03-06T23:09:37.499,M 3,L,20.0,205.5471482453,28.3600501268,205.8662931865181,27.989771590832497,205.23130487675863,27.98783237346615,205.2257710922901,28.729580395117644,205.8652124018969,28.731534987274216,RA---TAN,DEC--TAN,205.5471482453,28.3600501268,2328.5,1760.5,-6.252276318914e-07,-0.0001593450459632,0.0001593507062877,-5.532530245224e-07,4656,3520
2024-03-06T23-09-58_M 3_LIGHT-L_-20.50_ZWO ASI1600MM Pro_20.00s_139_1x1_0019.fits,2024-03-06T23:09:58.258,M 3,L,20.0,205.5471360712,28.36022262204,205.8661495270333,27.989902411235573,205.23112150428204,27.987931353662944,205.22589105296453,28.72979517804581,205.86537308442112,28.73178019888564,RA---TAN,DEC--TAN,205.5471360712,28.36022262204,2328.5,1760.5,-5.677883823277e-07,-0.0001593548435037,0.0001593754334623,-5.621041678815e-07,4656,3520
2024-03-06T23-10-58_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0020.fits,2024-03-06T23:10:58.030,M 3,L,20.0,205.5443673208,28.36467657564,205.8634383773211,27.99447340105984,205.22835654853424,27.99232413841451,205.22306459217472,28.73413174977321,205.8626012941584,28.736295262291303,RA---TAN,DEC--TAN,205.5443673208,28.36467657564,2328.5,1760.5,-5.793101655225e-07,-0.0001593617185198,0.000159363388142,-6.127879987857e-07,4656,3520
2024-03-06T23-11-19_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0021.fits,2024-03-06T23:11:19.009,M 3,L,20.0,205.5444019649,28.36500582836,205.86355503281723,27.99475141552993,205.22853877171133,27.992761450886007,205.22301631130304,28.734511849738293,205.8624867058149,28.73651713632244,RA---TAN,DEC--TAN,205.5444019649,28.36500582836,2328.5,1760.5,-6.229508633811e-07,-0.0001593447361083,0.0001593512115378,-5.676674001165e-07,4656,3520
2024-03-06T23-11-39_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0022.fits,2024-03-06T23:11:39.763,M 3,L,20.0,205.5443152591,28.36471589799,205.8634146700757,27.99444757130709,205.2284159342881,27.992468738204845,205.2229835798625,28.734236089676767,205.86243637496395,28.73622982543593,RA---TAN,DEC--TAN,205.5443152591,28.36471589799,2328.5,1760.5,-6.059263404424e-07,-0.0001593407797695,0.0001593548083794,-5.644452946687e-07,4656,3520
2024-03-06T23-12-00_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0023.fits,2024-03-06T23:12:00.531,M 3,L,20.0,205.5444412033,28.36463030277,205.8635852541318,27.994365951470247,205.22854993618685,27.992417058129792,205.22306460464475,28.734146311283983,205.8625539936072,28.73611035440007,RA---TAN,DEC--TAN,205.5444412033,28.36463030277,2328.5,1760.5,-6.159401432095e-07,-0.0001593500576766,0.0001593466503521,-5.559713460114e-07,4656,3520
2024-03-06T23-12-21_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0024.fits,2024-03-06T23:12:21.331,M 3,L,20.0,205.5442028779,28.36444422718,205.8633457353181,27.99419035040125,205.22834393666872,27.992229873007087,205.22282756182727,28.73394977014727,205.8622831047876,28.735925541541604,RA---TAN,DEC--TAN,205.5442028779,28.36444422718,2328.5,1760.5,-6.218404307551e-07,-0.0001593419144894,0.0001593446555845,-5.592835692956e-07,4656,3520
2024-03-06T23-12-42_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0025.fits,2024-03-06T23:12:42.094,M 3,L,20.0,205.544040083,28.36484529009,205.86311476185213,27.99460572061624,205.2281850768968,27.992607982422907,205.2227334705984,28.734336838692805,205.8621165220464,28.736349569074065,RA---TAN,DEC--TAN,205.544040083,28.36484529009,2328.5,1760.5,-6.096304285462e-07,-0.0001593232322854,0.0001593465473403,-5.698304158415e-07,4656,3520
2024-03-06T23-13-02_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0026.fits,2024-03-06T23:13:02.922,M 3,L,20.0,205.5442564507,28.3646751559,205.8634044723728,27.994379283797247,205.22838437946987,27.992464087377822,205.2228756583673,28.734222665371863,205.86234990152263,28.73615311978456,RA---TAN,DEC--TAN,205.5442564507,28.3646751559,2328.5,1760.5,-6.203537054252e-07,-0.0001593461929129,0.0001593529618639,-5.46410226514e-07,4656,3520
2024-03-06T23-13-23_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0027.fits,2024-03-06T23:13:23.777,M 3,L,20.0,205.5440710001,28.36462907961,205.86325575736024,27.99434475849293,205.22831969900605,27.99244920004816,205.2226532899817,28.734164866769447,205.86204264196235,28.73607641622584,RA---TAN,DEC--TAN,205.5440710001,28.36462907961,2328.5,1760.5,-6.502434141611e-07,-0.000159325141624,0.0001593438211056,-5.409318928252e-07,4656,3520
2024-03-06T23-13-59_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0028.fits,2024-03-06T23:13:59.133,M 3,L,20.0,205.5449982643,28.36455733397,205.8641241818384,27.994314700461608,205.2290426167435,27.99234555768972,205.2236400638857,28.734051711301856,205.8631758713144,28.736035619615475,RA---TAN,DEC--TAN,205.5449982643,28.36455733397,2328.5,1760.5,-6.002763680706e-07,-0.0001593617533252,0.0001593416468434,-5.616722390141e-07,4656,3520
2024-03-06T23-14-19_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0029.fits,2024-03-06T23:14:19.960,M 3,L,20.0,205.5449491971,28.36448083466,205.864134596806,27.99415767331292,205.22909986013389,27.992194728897488,205.22353061862933,28.734055461062177,205.8630201858417,28.736033943575407,RA---TAN,DEC--TAN,205.5449491971,28.36448083466,2328.5,1760.5,-6.317312296804e-07,-0.0001593502310633,0.0001593749383708,-5.600188181213e-07,4656,3520
2024-03-06T23-14-40_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0030.fits,2024-03-06T23:14:40.621,M 3,L,20.0,205.5451354623,28.36449961382,205.86429604491835,27.994223245199823,205.22927387702785,27.99222635853584,205.2237421558735,28.734027564223204,205.8632187100404,28.73603981526479,RA---TAN,DEC--TAN,205.5451354623,28.36449961382,2328.5,1760.5,-6.246805700693e-07,-0.0001593470046819,0.0001593621312345,-5.696404921993e-07,4656,3520
2024-03-06T23-15-01_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0031.fits,2024-03-06T23:15:01.386,M 3,L,20.0,205.5451425056,28.36488645981,205.8642563807118,27.99461116210116,205.2292689262441,27.99263249206841,205.2237962030859,28.7344135516404,205.8632377519762,28.73640731172755,RA---TAN,DEC--TAN,205.5451425056,28.36488645981,2328.5,1760.5,-6.135531367433e-07,-0.0001593377069754,0.0001593577734038,-5.644251681187e-07,4656,3520
2024-03-06T23-15-22_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0032.fits,2024-03-06T23:15:22.106,M 3,L,20.0,205.5452423169,28.36491500102,205.86438334365965,27.994622634417063,205.2293310951399,27.9926477752836,205.22386856712689,28.734459033682267,205.86337555205705,28.73644893552463,RA---TAN,DEC--TAN,205.5452423169,28.36491500102,2328.5,1760.5,-6.115650466297e-07,-0.0001593539465333,0.0001593642565892,-5.633355355292e-07,4656,3520
2024-03-06T23-15-42_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0033.fits,2024-03-06T23:15:42.745,M 3,L,20.0,205.5453639445,28.36511348615,205.8644448784245,27.99489382641465,205.22950185044752,27.99295478895764,205.22405112886645,28.73458509131356,205.8634470749249,28.736539118285776,RA---TAN,DEC--TAN,205.5453639445,28.36511348615,2328.5,1760.5,-6.095037975631e-07,-0.0001593261105738,0.0001593253743146,-5.531479994262e-07,4656,3520
2024-03-06T23-16-03_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0034.fits,2024-03-06T23:16:03.378,M 3,L,20.0,205.5446846536,28.36455491274,205.8637334258264,27.99435468007025,205.22871242742585,27.992365535166204,205.22340439399568,28.734007251592963,205.86287882104003,28.73601072305385,RA---TAN,DEC--TAN,205.5446846536,28.36455491274,2328.5,1760.5,-5.824858605133e-07,-0.0001593465102842,0.0001593277558472,-5.672951893438e-07,4656,3520
2024-03-06T23-16-24_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0035.fits,2024-03-06T23:16:24.012,M 3,L,20.0,205.5447513992,28.36475606166,205.8637637955489,27.99447328171636,205.2288776745156,27.992440124344363,205.22350725080105,28.734291113664224,205.8628471513104,28.736338883838265,RA---TAN,DEC--TAN,205.5447513992,28.36475606166,2328.5,1760.5,-5.942457014859e-07,-0.0001593125237,0.0001593727447168,-5.798430468815e-07,4656,3520
2024-03-06T23-16-44_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0036.fits,2024-03-06T23:16:44.710,M 3,L,20.0,205.5451071087,28.36519651986,205.86424599625025,27.994948378687383,205.22926912622137,27.99288437023856,205.22373575462584,28.73469633286152,205.8631668859464,28.73677571280655,RA---TAN,DEC--TAN,205.5451071087,28.36519651986,2328.5,1760.5,-6.250005335542e-07,-0.0001593346153642,0.0001593644426167,-5.887166894844e-07,4656,3520
2024-03-06T23-17-05_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0037.fits,2024-03-06T23:17:05.426,M 3,L,20.0,205.5450155405,28.36544182975,205.8642189852933,27.99526358846854,205.2287003531785,27.99318292661137,205.22357957904524,28.734871436806195,205.86355557602872,28.73696555623574,RA---TAN,DEC--TAN,205.5450155405,28.36544182975,2328.5,1760.5,-5.467110339115e-07,-0.0001594701072379,0.00015933771931,-5.93181653924e-07,4656,3520
2024-03-06T23-18-07_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0038.fits,2024-03-06T23:18:07.066,M 3,L,20.0,205.5432943596,28.36067151747,205.86231761186883,27.990445324548265,205.2273644183689,27.98842933029381,205.22204000374035,28.73015000321101,205.8614459006861,28.732180399051067,RA---TAN,DEC--TAN,205.5432943596,28.36067151747,2328.5,1760.5,-5.856725590259e-07,-0.000159335294598,0.0001593447260052,-5.749359439939e-07,4656,3520
2024-03-06T23-18-27_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0039.fits,2024-03-06T23:18:27.874,M 3,L,20.0,205.5432740181,28.36082857786,205.86239038842976,27.990560534615835,205.2274063856393,27.98858326836188,205.2219256261818,28.730348474057312,205.8613628464602,28.73234086826828,RA---TAN,DEC--TAN,205.5432740181,28.36082857786,2328.5,1760.5,-6.151786764105e-07,-0.0001593428272721,0.0001593543714762,-5.640315299491e-07,4656,3520
2024-03-06T23-19-29_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0040.fits,2024-03-06T23:19:29.224,M 3,L,20.0,205.5430442833,28.36605112387,205.86212842569185,27.9957788578286,205.2270859552961,27.993742736451413,205.2217278305833,28.73557530328564,205.8612253079465,28.737625981457267,RA---TAN,DEC--TAN,205.5430442833,28.36605112387,2328.5,1760.5,-5.917975423366e-07,-0.0001593498289264,0.0001593687821178,-5.806775512771e-07,4656,3520
2024-03-06T23-19-50_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0041.fits,2024-03-06T23:19:50.223,M 3,L,20.0,205.5431139848,28.36650993023,205.862108675481,27.996183078570688,205.2269594681395,27.99419028299496,205.22188723495563,28.73608910591284,205.86149268579533,28.73809512844065,RA---TAN,DEC--TAN,205.5431139848,28.36650993023,2328.5,1760.5,-5.376353617589e-07,-0.0001593759841978,0.0001593828742269,-5.681788492121e-07,4656,3520
2024-03-06T23-20-11_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0042.fits,2024-03-06T23:20:11.107,M 3,L,20.0,205.5434495511,28.36658352931,205.8625426571089,27.996305322441938,205.22753365498784,27.99432695603681,205.2221239864392,28.73611359820053,205.86158758479564,28.73810676141813,RA---TAN,DEC--TAN,205.5434495511,28.36658352931,2328.5,1760.5,-6.01576579008e-07,-0.0001593406093413,0.0001593589414085,-5.642978600564e-07,4656,3520
2024-03-06T23-20-31_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0043.fits,2024-03-06T23:20:31.759,M 3,L,20.0,205.5432612926,28.36630018235,205.8623275234549,27.996072535937486,205.2274824351045,27.99404922572136,205.22196312340697,28.73577982242881,205.86126126565463,28.7378184387848,RA---TAN,DEC--TAN,205.5432612926,28.36630018235,2328.5,1760.5,-6.224502084627e-07,-0.0001592998548186,0.0001593469543177,-5.771415950544e-07,4656,3520
2024-03-06T23-20-52_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0044.fits,2024-03-06T23:20:52.621,M 3,L,20.0,205.543041454,28.3660435574,205.8620313708404,27.99586253704062,205.22698793485569,27.993891413896847,205.22182043783408,28.73547693430265,205.8613174001112,28.737461731306112,RA---TAN,DEC--TAN,205.543041454,28.3660435574,2328.5,1760.5,-5.559024262687e-07,-0.0001593498978963,0.0001593156130301,-5.620823142903e-07,4656,3520
2024-03-06T23-21-13_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0045.fits,2024-03-06T23:21:13.542,M 3,L,20.0,205.5431003771,28.36645781049,205.862132554107,27.996156400000693,205.2271497897717,27.99416108085261,205.2218360380916,28.73601137053147,205.86127357466265,28.73802103947941,RA---TAN,DEC--TAN,205.5431003771,28.36645781049,2328.5,1760.5,-5.834293765321e-07,-0.0001593342589156,0.0001593725669079,-5.690530914579e-07,4656,3520
2024-03-06T23-21-55_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0047.fits,2024-03-06T23:21:55.081,M 3,L,20.0,205.5436871117,28.36651969701,205.86266223095524,27.99621732844881,205.2275923283555,27.994161687600776,205.22248021726017,28.73607448151197,205.8620058910595,28.73814353419908,RA---TAN,DEC--TAN,205.5436871117,28.36651969701,2328.5,1760.5,-5.452183880784e-07,-0.0001593560798764,0.0001593858949332,-5.860645807827e-07,4656,3520
2024-03-06T23-22-46_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0048.fits,2024-03-06T23:22:46.890,M 3,L,20.0,205.5476391358,28.36313361548,205.86674447719187,27.99286999804424,205.23164870412023,27.99087478822114,205.22630166115988,28.73264909763721,205.865851920754,28.734658814173088,RA---TAN,DEC--TAN,205.5476391358,28.36313361548,2328.5,1760.5,-5.897679756367e-07,-0.0001593674745149,0.0001593562614095,-5.690439728076e-07,4656,3520
2024-03-06T23-23-07_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0049.fits,2024-03-06T23:23:07.728,M 3,L,20.0,205.547498482,28.36323196731,205.86663575692407,27.99298412991748,205.2316230107584,27.990983960144348,205.22612893728672,28.73273151819784,205.8655954438952,28.734746878089013,RA---TAN,DEC--TAN,205.547498482,28.36323196731,2328.5,1760.5,-6.176303692617e-07,-0.0001593464742612,0.0001593505870455,-5.70549132144e-07,4656,3520
2024-03-06T23-23-28_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0050.fits,2024-03-06T23:23:28.551,M 3,L,20.0,205.5477229919,28.36350271143,205.86682159846632,27.99327322173807,205.23179326713992,27.991357172800733,205.2263924712716,28.73298409149804,205.8658739989108,28.734914898635164,RA---TAN,DEC--TAN,205.5477229919,28.36350271143,2328.5,1760.5,-6.000488518096e-07,-0.0001593498950547,0.000159324623198,-5.465825807722e-07,4656,3520
2024-03-06T23-23-49_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0051.fits,2024-03-06T23:23:49.248,M 3,L,20.0,205.5474725709,28.36354631548,205.8666346500986,27.99331159067079,205.23154302364784,27.99130173177713,205.2260780988052,28.73303263219033,205.86562399707591,28.735057546472127,RA---TAN,DEC--TAN,205.5474725709,28.36354631548,2328.5,1760.5,-6.120700784266e-07,-0.0001593657912017,0.000159346994539,-5.732838175869e-07,4656,3520
2024-03-06T23-24-10_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0052.fits,2024-03-06T23:24:10.021,M 3,L,20.0,205.5472878829,28.3636438169,205.8662720462717,27.9933704282313,205.23124738340888,27.991378770819285,205.2260723253673,28.73316962939176,205.8655511718787,28.73517499314309,RA---TAN,DEC--TAN,205.5472878829,28.3636438169,2328.5,1760.5,-5.572822548926e-07,-0.0001593488883914,0.000159359730221,-5.67922451977e-07,4656,3520
2024-03-06T23-24-30_M 3_LIGHT-L_-20.00_ZWO ASI1600MM Pro_20.00s_139_1x1_0053.fits,2024-03-06T23:24:30.833,M 3,L,20.0,205.5473964869,28.363692634,205.86649700971705,27.993452648479288,205.23146500350228,27.99142169622321,205.2260639553338,28.733184497467857,205.8655500344428,28.73523020722398,RA---TAN,DEC--TAN,205.5473964869,28.363692634,2328.5,1760.5,-6.000130737481e-07,-0.0001593506376921,0.0001593538154961,-5.792366232426e-07,4656,3520
